empresa_id;conductor_id;tipo_conductor;cudn;detalle;cap_diseno;cap_termica;x_s0;x_s1;r_s0;r_s1;mat_conductor;tipo_proteccion;mat_aislante;separacion_fases;seccion_valor;seccion_unid
18;24508685;;;COND XTU. SUB B.T. MONOPO COBRE 3F 107/107 (BT) [55311];;;;;;;;;;;;
18;24508709;;;COND XTU. SUB B.T. MONOPO COBRE 3F 067/067 (BT) [55306];;;;;;;;;;;;
18;24508731;;;COND XTU. SUB B.T. MONOPO COBRE 3F 033/033 (BT) [55299];;;;;;;;;;;;
18;24508753;;;Cable XLPE  240 mm2 15KV (MT) [1174];;;;;;;;;;;;
18;24508776;;;USEoXTU 107/107 MM2 4C (BT) [3387];;;;;;;;;;;;
18;24508798;;;USEoXTU 67.4/67.4MM2 4C (BT) [2293];;;;;;;;;;;;
18;24508823;;;USEoXTU 33.6/33.6 MM2 4C (BT) [2231];;;;;;;;;;;;
18;24508842;;;COND XAT. SUB 23KV MONOPO COBRE 3F 035 MM2 XLPE (MT) [55280];;;;;;;;;;;;
18;24508867;;;XLPE 120/120 MM2 4C BT (BT) [60765];;;;;;;;;;;;
18;24508888;;;COND XAT. SUB 15KV MONOPO COBRE 3F 033 MM2 XLPE (MT) [55262];;;;;;;;;;;;
18;24508906;;; XLPE # 1 AWG 3ø (MT) [1166];;;;;;;;;;;;
18;24508926;;;Cable  XLPE # 2 AWG 15 KV (MT) [1163];;;;;;;;;;;;
18;24508948;;;USEoXTU 33.6/THW 33.6 MM2 4C (BT) [2237];;;;;;;;;;;;
18;24508965;;;USEoXTU 21.2/THW 21.2 MM2 4C (BT) [2239];;;;;;;;;;;;
18;24508986;;;USEoXTU 67.4/THW 67.4MM2 4C (BT) [3962];;;;;;;;;;;;
18;24509003;;;Cable  XLPE 120 mm² 23KV (MT) [3980];;;;;;;;;;;;
18;24509020;;;USEoXTU 21.2/21.2 MM2 4C (BT) [2233];;;;;;;;;;;;
18;24509036;;;Cable  XLPE 120 mm² 15 KV (MT) [1165];;;;;;;;;;;;
18;24509051;;;Cable  XLPE # 2 AWG 15 KV (MT, 131) [1163];;;;;;;;;;;;
18;24509065;;;Cable XLPE # 3/0 AWG 15KV (MT, 131) [1164];;;;;;;;;;;;
18;24509083;;;Cable  XLPE 120 mm² 15 KV (MT, 131) [1165];;;;;;;;;;;;
18;24509097;;; XLPE # 1 AWG 3ø (MT, 131) [1166];;;;;;;;;;;;
18;24509112;;;Apantallado BICC 3x25 mm2 3ø (MT, 131) [1167];;;;;;;;;;;;
18;24509129;;;Apantallado BICC 3x95 mm2 3ø (MT, 131) [1172];;;;;;;;;;;;
18;24509144;;;Cable XLPE  240 mm2 15KV (MT, 131) [1174];;;;;;;;;;;;
18;24509158;;;THW 67.4/33.6 MM2 4C (BT, 131) [2224];;;;;;;;;;;;
18;24509175;;;USEoXTU 107/67.4 MM2 4C (BT, 131) [2229];;;;;;;;;;;;
18;24509191;;;USEoXTU 67.4/33.6 MM2 4C (BT, 131) [2230];;;;;;;;;;;;
18;24509205;;;USEoXTU 33.6/33.6 MM2 4C (BT, 131) [2231];;;;;;;;;;;;
18;24509220;;;USEoXTU 33.6/21.2 MM2 4C (BT, 131) [2232];;;;;;;;;;;;
18;24509237;;;USEoXTU 21.2/21.2 MM2 4C (BT, 131) [2233];;;;;;;;;;;;
18;24509252;;;USEoXTU 107/THW 67.4 MM2 4C (BT, 131) [2235];;;;;;;;;;;;
18;24509266;;;USEoXTU 67.4/THW 33.6 MM2 4C (BT, 131) [2236];;;;;;;;;;;;
18;24509285;;;USEoXTU 33.6/THW 33.6 MM2 4C (BT, 131) [2237];;;;;;;;;;;;
18;24509299;;;USEoXTU 33.6/THW 21.2 MM2 4C (BT, 131) [2238];;;;;;;;;;;;
18;24509315;;;USEoXTU 21.2/THW 21.2 MM2 4C (BT, 131) [2239];;;;;;;;;;;;
18;24509331;;;USEoXTU 67.4/67.4MM2 4C (BT, 131) [2293];;;;;;;;;;;;
18;24509347;;;USEoXTU 67.4/21.2 MM2 4C (BT, 131) [2294];;;;;;;;;;;;
18;24509363;;;Monop XAT Cocesa 1AWG 3F (MT, 131) [3373];;;;;;;;;;;;
18;24509380;;;USEoXTU 107/107 MM2 4C (BT, 131) [3387];;;;;;;;;;;;
18;24509397;;;USEoXTU 67.4/THW 67.4MM2 4C (BT, 131) [3962];;;;;;;;;;;;
18;24509413;;;USEoXTU 21.2/THW 13.2 MM2 4C (BT, 131) [3965];;;;;;;;;;;;
18;24509430;;;Cable  XLPE 120 mm² 23KV (MT, 131) [3980];;;;;;;;;;;;
18;24509447;;;NKBA TRIP 3*50/33 (BT, 131) [4220];;;;;;;;;;;;
18;24509461;;;BICC TRIP 3*50/THW33 (BT, 131) [4224];;;;;;;;;;;;
18;24509478;;;Cable XLPE # 2/0 AWG 15KV (MT, 131) [4538];;;;;;;;;;;;
18;24509494;;;Cable Cu Tripolar 15kV Pilc 120mm2 (MT, 131) [5296];;;;;;;;;;;;
18;24509510;;;Cable Cu Unipolar 15kV 35mm2 (MT, 131) [5305];;;;;;;;;;;;
18;24509526;;;Cable Cu unipolar 25kV 35mm2 (MT, 131) [5308];;;;;;;;;;;;
18;24509534;;;Cable Cu Tripolar 15kV 35mm2 (MT, 131) [5309];;;;;;;;;;;;
18;24509552;;;Cable Cu Tripolar 15kV 240mm2 (MT, 131) [5310];;;;;;;;;;;;
18;24509570;;;Cable Cu Tripolar 15kV 70mm2 (MT, 131) [5311];;;;;;;;;;;;
18;24509588;;;Cable Cu Tripolar 15kV 120mm2 (MT, 131) [5312];;;;;;;;;;;;
18;24509607;;;Cable Cu Unipolar 15kV 240mm2 (MT, 131) [5313];;;;;;;;;;;;
18;24509627;;;XLPE/NYA 70/35 MM2 4C (BT, 131) [5354];;;;;;;;;;;;
18;24509646;;;XLPE/NYA 35/25 MM2 4C (BT, 131) [5355];;;;;;;;;;;;
18;24509661;;;XLPE/NYA 25/16 MM2 4C (BT, 131) [5369];;;;;;;;;;;;
18;24509680;;;Cable Cu unipolar 25kV 120mm2 (MT, 131) [5373];;;;;;;;;;;;
18;24509698;;;XLPE/NYA 70/70 MM2 4C (BT, 131) [5491];;;;;;;;;;;;
18;24509716;;;XLPE/NYA 35/35 MM2 4C (BT, 131) [5492];;;;;;;;;;;;
18;24509739;;;Cable Cu unipolar 25kV 240mm2 (MT, 131) [5500];;;;;;;;;;;;
18;24509760;;;XLPE/NYA 13/10MM2 4C (BT, 131) [5505];;;;;;;;;;;;
18;24509780;;;Cable Cu Unipolar 15kV 150mm2 (MT, 131) [33267];;;;;;;;;;;;
18;24509798;;;Cable  XLPE 240 mm² 23KV (MT, 131) [50935];;;;;;;;;;;;
18;24509818;;;USEoXTU 67.4/67.4MM2 4C (BT, 131) [50943];;;;;;;;;;;;
18;24509839;;;TTU 3x21/21 (BT, 131) [52252];;;;;;;;;;;;
18;24509859;;;TTU 3x67/67 (BT, 131) [52262];;;;;;;;;;;;
18;24509880;;;Alambre Desnudo Cu 3x10mm2 (MT, 131) [53146];;;;;;;;;;;;
18;24509904;;;Alambre Desnudo Cu 3x13mm2 (MT, 131) [53148];;;;;;;;;;;;
18;24509924;;;Alambre Desnudo Cu 3x16mm2 (MT, 131) [53151];;;;;;;;;;;;
18;24509940;;;Cable Desnudo Cu 3x33mm2 (MT, 131) [53157];;;;;;;;;;;;
18;24509961;;;Cable Desnudo Cu 3x53mm2 (MT, 131) [53158];;;;;;;;;;;;
18;24509978;;;Cable Desnudo AAAC 3x107mm2 (MT, 131) [53165];;;;;;;;;;;;
18;24509997;;;Cable XAT 3x(1x120mm2) (MT, 131) [53190];;;;;;;;;;;;
18;24510016;;;Cable XAT 3x(1x33mm2) (MT, 131) [53191];;;;;;;;;;;;
18;24510036;;;Cable virtual de alimentación vertical (BT, 131) [53197];;;;;;;;;;;;
18;24510056;;;XT 500/500 MCM 4C (BT, 131) [53936];;;;;;;;;;;;
18;24510077;;;XTU/USE 33/21 MM2 4C (BT, 131) [54440];;;;;;;;;;;;
18;24510096;;;COND DESN AER 15KV ALAMBR COBRE 3F 016 MM2 (MT, 131) [54981];;;;;;;;;;;;
18;24510119;;;COND DESN AER 15KV CABLE  COBRE 3F 033 MM2 (MT, 131) [54984];;;;;;;;;;;;
18;24510140;;;COND DESN AER B.T. CABLE  COBRE 3F 053/053 (BT, 131) [55142];;;;;;;;;;;;
18;24510162;;;COND DESN AER B.T. CABLE  COBRE 3F 067/067 (BT, 131) [55150];;;;;;;;;;;;
18;24510185;;;COND NKBA SUB B.T. TRIPOL COBRE 3F 025/025 (BT, 131) [55170];;;;;;;;;;;;
18;24510242;;;COND NKBA SUB B.T. TRIPOL COBRE 3F 050/025 (BT, 131) [55172];;;;;;;;;;;;
18;24510265;;;COND NKBA SUB B.T. TRIPOL COBRE 3F 050/050 (BT, 131) [55173];;;;;;;;;;;;
18;24510285;;;COND THHN SUB B.T. MONOPO COBRE 3F 013/013 (BT, 131) [55214];;;;;;;;;;;;
18;24510308;;;COND THHN SUB B.T. MONOPO COBRE 3F 033/033 (BT, 131) [55222];;;;;;;;;;;;
18;24510327;;;COND THHN SUB B.T. MONOPO COBRE 3F 053/033 (BT, 131) [55226];;;;;;;;;;;;
18;24510348;;;COND THHN SUB B.T. MONOPO COBRE 3F 067/033 (BT, 131) [55228];;;;;;;;;;;;
18;24510368;;;COND THHN SUB B.T. MONOPO COBRE 3F 127/127 (BT, 131) [55233];;;;;;;;;;;;
18;24510390;;;COND THW. SUB B.T. MONOPO COBRE 3F 013/013 (BT, 131) [55237];;;;;;;;;;;;
18;24510410;;;COND THW. SUB B.T. MONOPO COBRE 3F 107/107 (BT, 131) [55241];;;;;;;;;;;;
18;24510434;;;COND USE. SUB B.T. MONOPO COBRE 1F 033/021 (BT, 131) [55245];;;;;;;;;;;;
18;24510454;;;COND USE. SUB B.T. MONOPO COBRE 3F 033/033 (BT, 131) [55250];;;;;;;;;;;;
18;24510476;;;COND USE. SUB B.T. MONOPO COBRE 3F 053/053 (BT, 131) [55253];;;;;;;;;;;;
18;24510499;;;COND XAT. SUB 15KV MONOPO COBRE 3F 033 MM2 XLPE (MT, 131) [55262];;;;;;;;;;;;
18;24510523;;;COND XAT. SUB 15KV MONOPO COBRE 3F 070 MM2 XLPE (MT, 131) [55267];;;;;;;;;;;;
18;24510546;;;COND XAT. SUB 15KV MONOPO COBRE 3F 085 MM2 XLPE (MT, 131) [55269];;;;;;;;;;;;
18;24510569;;;COND XAT. SUB 15KV MONOPO COBRE 3F 107 MM2 XLPE (MT, 131) [55272];;;;;;;;;;;;
18;24510593;;;COND XAT. SUB 15KV MONOPO COBRE 3F 177 MM2 XLPE (MT, 131) [55274];;;;;;;;;;;;
18;24510615;;;COND XAT. SUB 15KV MONOPO COBRE 3F 240 MM2 XLPE (MT, 131) [55276];;;;;;;;;;;;
18;24623777;;;Aereo BT;;;;;;;;;;;;
18;24510636;;;COND XAT. SUB 23KV MONOPO COBRE 3F 035 MM2 XLPE (MT, 131) [55280];;;;;;;;;;;;
18;24510660;;;COND XTU. SUB B.T. MONOPO COBRE 3F 033/033 (BT, 131) [55299];;;;;;;;;;;;
18;24510675;;;COND XTU. SUB B.T. MONOPO COBRE 3F 053/033 (BT, 131) [55302];;;;;;;;;;;;
18;24510699;;;COND XTU. SUB B.T. MONOPO COBRE 3F 067/033 (BT, 131) [55304];;;;;;;;;;;;
18;24510721;;;COND XTU. SUB B.T. MONOPO COBRE 3F 067/053 (BT, 131) [55305];;;;;;;;;;;;
18;24510743;;;COND XTU. SUB B.T. MONOPO COBRE 3F 067/067 (BT, 131) [55306];;;;;;;;;;;;
18;24510769;;;COND XTU. SUB B.T. MONOPO COBRE 3F 107/067 (BT, 131) [55310];;;;;;;;;;;;
18;24510791;;;COND XTU. SUB B.T. MONOPO COBRE 3F 107/107 (BT, 131) [55311];;;;;;;;;;;;
18;24510817;;;COND XTU. SUB B.T. MONOPO COBRE 3F 127/127 (BT, 131) [55312];;;;;;;;;;;;
18;24510843;;;XLPE 120/120 MM2 4C BT (BT, 131) [60765];;;;;;;;;;;;
18;24510869;;;COND XTU. SUB B.T. MONOPO COBRE 3F 021/021 (BT, 95) [55296];;;;;;;;;;;;
18;24510896;;;COND USE. SUB B.T. MONOPO COBRE 3F 067/067 (BT, 95) [55254];;;;;;;;;;;;
18;24510920;;;Prot 95 mm2 3ø 15 KV (MT, 95) [794] (Prot 95 mm2 3ø 15 KV);234;198.9;1.624;0.405;0.572;0.398;;;;;;
18;24510947;;;Cu 16 mm2  2ø (MT, 95) [801] (Cu 16 mm2  2ø);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24510971;;;Cu 16 mm2  3ø (MT, 95) [802] (Cu 16 mm2  3ø);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24510995;;;Cu 25 mm2  3ø (MT, 95) [804] (Cu 25 mm2  3ø);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24511021;;;Cu 33,6 mm2  2ø (MT, 95) [805] (Cu 33,6 mm2  2ø);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24511046;;;Cu 33,6 mm2  3ø (MT, 95) [806] (Cu 33,6 mm2  3ø);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24520554;;;TTU 3x67/53 (BT, 95) [52261] (TTU 3x67/53);;;;;;;;;;;;
18;24511071;;;Cu 53,5 mm2  2ø (MT, 95) [807] (Cu 53,5 mm2  2ø);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24511096;;;Cu 53,5 mm2  3ø (MT, 95) [808] (Cu 53,5 mm2  3ø);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24511117;;;Cu 67,4 mm2  3ø (MT, 95) [810] (Cu 67,4 mm2  3ø);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24511146;;;Cu 85 mm2  3ø (MT, 95) [812] (Cu 85 mm2  3ø);359;305.15;1.624;0.337;0.366;0.217;;;;;;
18;24628004;;;Subterraneo BT;;;;;;;;;;;;
18;24511170;;;Al 2 AAAC 2ø (MT, 95) [813] (Al 2 AAAC 2ø);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24511197;;;Al 2 AAAC 3ø (MT, 95) [814] (Al 2 AAAC 3ø);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24511224;;;Al 1/0 AAAC 3ø OLD (MT, 95) [816] (Al 1/0 AAAC 3ø OLD);161;136.85;1.645;0.358;0.785;0.637;;;;;;
18;24511248;;;Al 3/0 AAAC 3ø (MT, 95) [818] (Al 3/0 AAAC 3ø);226;192.1;1.622;0.355;3.788;0.38;;;;;;
18;24511277;;;Comp 70 mm2 3ø 15 KV (MT, 95) [819] (Comp 70 mm2 3ø 15 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24511300;;;Comp 95 mm2 3ø 15 KV (MT, 95) [820] (Comp 95 mm2 3ø 15 KV);234;198.9;1.624;0.405;0.572;0.398;;;;;;
18;24511329;;;Comp 150 mm2 3ø 15KV (MT, 95) [821] (Comp 150 mm2 3ø 15KV);298;253.3;1.604;0.337;0.396;0.248;;;;;;
18;24511356;;;Comp 50 mm2 3ø 25 KV (MT, 95) [822] (Comp 50 mm2 3ø 25 KV);150;127.5;1.645;0.336;0.785;0.659;;;;;;
18;24511380;;;Cu Cable #5 AWG 3ø (MT, 95) [884] (Cu Cable #5 AWG 3ø);108;91.8;1.676;0.409;1.347;1.199;;;;;;
18;24511408;;;Cu Cable #5 AWG 2ø (MT, 95) [885] (Cu Cable #5 AWG 2ø);108;91.8;1.676;0.409;1.347;1.199;;;;;;
18;24511441;;;Cu Alambre 10mm2 3ø (MT, 95) [886] (Cu Alambre 10mm2 3ø);81;68.85;1.686;0.419;2.018;1.87;;;;;;
18;24511465;;;Cu Alambre 10mm2 2ø (MT, 95) [887] (Cu Alambre 10mm2 2ø);81;68.85;1.686;0.419;2.018;1.87;;;;;;
18;24511491;;;Cu Cable #3 AWG 3ø (MT, 95) [888] (Cu Cable #3 AWG 3ø);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24511517;;;Cu Cable #3 AWG 2ø (MT, 95) [889] (Cu Cable #3 AWG 2ø);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24511542;;;Cu Alambre #4 AWG 3ø (MT, 95) [890] (Cu Alambre #4 AWG 3ø);126;107.1;1.668;0.401;1.099;0.951;;;;;;
18;24511567;;;Cu Alambre #4 AWG 2ø (MT, 95) [891] (Cu Alambre #4 AWG 2ø);126;107.1;1.668;0.401;1.099;0.951;;;;;;
18;24511592;;;Al ACSR 1/0 AWG 3ø (MT, 95) [893] (Al ACSR 1/0 AWG 3ø);161;136.85;1.645;0.358;0.785;0.637;;;;;;
18;24511618;;;Al ACSR 3/0 AWG 3ø (MT, 95) [895] (Al ACSR 3/0 AWG 3ø);224;190.4;1.622;0.355;3.788;0.385;;;;;;
18;24511644;;;Cu Alambre #6 AWG 3ø (MT, 95) [897] (Cu Alambre #6 AWG 3ø);99;84.15;1.693;0.405;1.503;1.355;;;;;;
18;24511668;;;Cu Alambre #6 AWG 2ø (MT, 95) [898] (Cu Alambre #6 AWG 2ø);99;84.15;1.693;0.405;1.503;1.355;;;;;;
18;24511696;;;Al ACSR 2 AWG 3ø (MT, 95) [899] (Al ACSR 2 AWG 3ø);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24511723;;;Al ACSR 2 AWG 2ø (MT, 95) [900] (Al ACSR 2 AWG 2ø);;;;;;;;;;;;
18;24511748;;;CuCW Cable #5 AWG 3ø (MT, 95) [1085] (CuCW Cable #5 AWG 3ø);;;;;;;;;;;;
18;24511773;;;CuCW Cable #10 AWG 3ø (MT, 95) [1094] (CuCW Cable #10 AWG 3ø);81;68.85;1.686;0.419;2.018;1.87;;;;;;
18;24511801;;;Al ACSR Cable #3 AWG 3ø (MT, 95) [1096] (Al ACSR Cable #3 AWG 3ø);106;90.1;1.658;0.391;6.683;1.225;;;;;;
18;24511826;;;Al ACSR #4/0 AWG 3ø (MT, 95) [1097] (Al ACSR #4/0 AWG 3ø);255;216.75;1.624;0.336;0.466;0.318;;;;;;
18;24511851;;;Cu Cable 350MCM 3ø (MT, 95) [1098] (Cu Cable 350MCM 3ø);330;280.5;0.255;0.085;0.36;0.12;;;;;;
18;24511865;;;CuCW Cable #5 AWG 2ø (MT, 95) [1100] (CuCW Cable #5 AWG 2ø);;;;;;;;;;;;
18;24511892;;;Al ACSR Cable #3 AWG 2ø (MT, 95) [1101] (Al ACSR Cable #3 AWG 2ø);106;90.1;1.658;0.391;6.683;1.225;;;;;;
18;24511917;;;Comp 70 mm2 3ø 25 KV (MT, 95) [1106] (Comp 70 mm2 3ø 25 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24511944;;;Comp 70 mm2 2ø 25 KV (MT, 95) [1107] (Comp 70 mm2 2ø 25 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24511970;;;Comp 70 mm2 2ø 15 KV (MT, 95) [1108] (Comp 70 mm2 2ø 15 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24511998;;;Comp 50 mm2 2ø 25 KV (MT, 95) [1111] (Comp 50 mm2 2ø 25 KV);150;127.5;1.645;0.336;0.785;0.659;;;;;;
18;24512022;;;Prot 70 mm2 3ø 25 KV (MT, 95) [1112] (Prot 70 mm2 3ø 25 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24512052;;;Prot 70 mm2 2ø 25 KV (MT, 95) [1113] (Prot 70 mm2 2ø 25 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24512076;;;Prot 70 mm2 2ø 15 KV (MT, 95) [1114] (Prot 70 mm2 2ø 15 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24512101;;;Prot 70 mm2 3ø 15 KV (MT, 95) [1115] (Prot 70 mm2 3ø 15 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24512129;;;Prot 70 mm2 3ø 15 KV (MT, 95) [1150] (Prot 70 mm2 3ø 15 KV);195;165.75;1.63;0.42;0.62;0.44;;;;;;
18;24512152;;;Cable  XLPE # 2 AWG 15 KV (MT, 95) [1163] (Cable  XLPE # 2 AWG 15 KV);145;123.25;0.694;0.958;1.191;1.043;;;;;;
18;24536470;;;CU 25/25 MM2 3C (BT, 95) [50948] (CU 25/25 MM2 3C);;;;;;;;;;;;
18;24512183;;;Pre 3x35/50 (BT, 95) [1726] (Pre 3x35/50);96;81.6;0.19;0.095;1.158;1.01;;;;;;
18;24512208;;;Pre 3x50/50 (BT, 95) [1727] (Pre 3x50/50);117;99.45;0.182;0.091;0.892;0.744;;;;;;
18;24512234;;;Pre 2x16 Neutro Desnudo (BT, 95) [1728] (Pre 2x16 Neutro Desnudo);60;51;0.206;0.103;2.418;2.27;;;;;;
18;24512263;;;Pre 2x16 (BT, 95) [1729] (Pre 2x16);60;51;0.206;0.103;2.418;2.27;;;;;;
18;24512289;;;CU 16/16 MM2 4C (BT, 95) [1751] (CU 16/16 MM2 4C);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24512313;;;CU 16/16 MM2 3C (BT, 95) [1752] (CU 16/16 MM2 3C);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24512341;;;CU 16/16 MM2 2C (BT, 95) [1753] (CU 16/16 MM2 2C);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24512368;;;CU 16 MM2 1C (BT, 95) [1754] (CU 16 MM2 1C);114;96.9;1.686;0.398;1.225;1.077;;;;;;
18;24512395;;;CU 25/25 MM2 4C (BT, 95) [1755] (CU 25/25 MM2 4C);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24512422;;;CU 25/16 MM2 4C (BT, 95) [1759] (CU 25/16 MM2 4C);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24512448;;;CU 25/16 MM2 2C (BT, 95) [1761] (CU 25/16 MM2 2C);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24512477;;;CU 33.6/33.6 MM2 4C (BT, 95) [1762] (CU 33.6/33.6 MM2 4C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512503;;;CU 33.6/33.6 MM2 3C (BT, 95) [1763] (CU 33.6/33.6 MM2 3C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512532;;;CU 33.6/33.6 MM2 2C (BT, 95) [1764] (CU 33.6/33.6 MM2 2C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512559;;;CU 33.6 MM2 1C (BT, 95) [1765] (CU 33.6 MM2 1C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24626890;;;Aereo MT;;;;;;;;;;;;
18;24512587;;;CU 33.6/16 MM2 4C (BT, 95) [1766] (CU 33.6/16 MM2 4C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512611;;;CU 33.6/16 MM2 3C (BT, 95) [1767] (CU 33.6/16 MM2 3C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512637;;;CU 33.6/25 MM2 4C (BT, 95) [1769] (CU 33.6/25 MM2 4C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24512666;;;CU 53.5/53.5 MM2 4C (BT, 95) [1772] (CU 53.5/53.5 MM2 4C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512694;;;CU 53.5/53.5 MM2 2C (BT, 95) [1774] (CU 53.5/53.5 MM2 2C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512720;;;CU 53.5/16 MM2 4C (BT, 95) [1776] (CU 53.5/16 MM2 4C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512753;;;CU 53.5/16 MM2 2C (BT, 95) [1778] (CU 53.5/16 MM2 2C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512782;;;CU 53.5/25 MM2 4C (BT, 95) [1779] (CU 53.5/25 MM2 4C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512809;;;CU 53.5/33.6 MM2 4C (BT, 95) [1782] (CU 53.5/33.6 MM2 4C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24512834;;;CU 67.4/67.4 MM2 4C (BT, 95) [1785] (CU 67.4/67.4 MM2 4C);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24512863;;;CU 67.4/16 MM2 4C (BT, 95) [1789] (CU 67.4/16 MM2 4C);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24512891;;;CU 67.4/25 MM2 4C (BT, 95) [1792] (CU 67.4/25 MM2 4C);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24512918;;;CU 67.4/33.6 MM2 4C (BT, 95) [1795] (CU 67.4/33.6 MM2 4C);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24512946;;;CU 67.4/53.5 MM2 4C (BT, 95) [1798] (CU 67.4/53.5 MM2 4C);307;260.95;1.638;0.35;0.422;0.274;;;;;;
18;24512973;;;AL 2/2 AAAC 4C (BT, 95) [1801] (AL 2/2 AAAC 4C);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24513004;;;AL 2/2 AAAC 3C (BT, 95) [1802] (AL 2/2 AAAC 3C);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24513032;;;AL 2/2 AAAC 2C (BT, 95) [1803] (AL 2/2 AAAC 2C);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24513060;;;AL 2 AAAC 1C (BT, 95) [1804] (AL 2 AAAC 1C);122;103.7;1.66;0.372;1.173;1.025;;;;;;
18;24513088;;;AL 1/0-1/0 AAAC 4C (BT, 95) [1805] (AL 1/0-1/0 AAAC 4C);161;136.85;1.645;0.358;0.785;0.637;;;;;;
18;24513118;;;AL 1/0-1/0 AAAC 3C (BT, 95) [1806] (AL 1/0-1/0 AAAC 3C);161;136.85;1.645;0.358;0.785;0.637;;;;;;
18;24513146;;;AL 1/0-2 AAAC 4C (BT, 95) [1809] (AL 1/0-2 AAAC 4C);161;136.85;1.645;0.358;0.785;0.637;;;;;;
18;24513173;;;AL 3/0-3/0 AAAC 4C (BT, 95) [1812] (AL 3/0-3/0 AAAC 4C);226;192.1;1.622;0.355;3.788;0.38;;;;;;
18;24513195;;;AL 3/0-3/0 AAAC 3C (BT, 95) [1813] (AL 3/0-3/0 AAAC 3C);;;;;;;;;;;;
18;24513223;;;CU 26.7/26.7 MM2 3C (BT, 95) [1839] (CU 26.7/26.7 MM2 3C);;;1.661;0.394;0.904;0.756;;;;;;
18;24513246;;;CU 26.7/26.7 MM2 4C (BT, 95) [1840] (CU 26.7/26.7 MM2 4C);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24513270;;;CU 26.7/16 MM2 4C (BT, 95) [1843] (CU 26.7/16 MM2 4C);146;124.1;1.661;0.394;0.904;0.756;;;;;;
18;24513296;;;CU 53.5/26.7 MM2 4C (BT, 95) [1846] (CU 53.5/26.7 MM2 4C);266;226.1;1.645;0.358;0.493;0.345;;;;;;
18;24513320;;;CU 33.6/26.5 MM2 4C (BT, 95) [1849] (CU 33.6/26.5 MM2 4C);195;165.75;1.66;0.372;0.696;0.548;;;;;;
18;24513344;;;CU 10 MM2 1C (BT, 95) [1850] (CU 10 MM2 1C);81;68.85;1.686;0.419;2.018;1.87;;;;;;
18;24513367;;;CU 10/10 MM2 2C (BT, 95) [1851] (CU 10/10 MM2 2C);81;68.85;1.686;0.419;2.018;1.87;;;;;;
18;24513393;;;CU 10/10 MM2 3C (BT, 95) [1852] (CU 10/10 MM2 3C);81;68.85;1.686;0.419;2.018;1.87;;;;;;
