empresa_id,elemento_id,fecha_utc,fecha_local,p,q,s,i,v
18,665,2022-09-25 13:15:00,2022-09-25 10:15:00,1985.587,393.885,2024.278,77.000,15204.000
18,665,2023-03-23 13:30:00,2023-03-23 10:30:00,2066.266,536.156,2134.694,81.000,15273.000
18,665,2023-03-10 08:30:00,2023-03-10 05:30:00,1171.981,411.635,1242.169,47.000,15214.000
18,665,2022-07-16 06:30:00,2022-07-16 02:30:00,1774.247,294.757,1798.565,68.000,15384.000
18,665,2023-03-31 08:15:00,2023-03-31 05:15:00,1231.881,360.166,1283.453,48.000,15451.000
18,665,2022-11-25 21:30:00,2022-11-25 18:30:00,2103.480,675.217,2209.196,83.000,15452.000
18,665,2022-05-18 12:30:00,2022-05-18 08:30:00,2635.508,477.414,2678.400,102.000,15222.000
18,665,2023-01-30 09:00:00,2023-01-30 06:00:00,1243.899,494.039,1338.417,51.000,15302.000
18,665,2023-03-06 21:15:00,2023-03-06 18:15:00,2150.080,710.084,2264.301,85.000,15462.000
18,665,2022-12-24 23:00:00,2022-12-24 20:00:00,2440.702,744.093,2551.608,96.000,15393.000
18,665,2022-08-14 15:00:00,2022-08-14 11:00:00,2531.951,442.025,2570.245,97.000,15319.000
18,665,2022-09-08 15:30:00,2022-09-08 11:30:00,2432.245,487.283,2480.577,94.000,15236.000
18,665,2023-04-20 22:00:00,2023-04-20 18:00:00,2563.039,538.764,2619.052,100.000,15203.000
18,665,2022-09-20 02:30:00,2022-09-19 23:30:00,2623.412,389.014,2652.098,100.000,15399.000
18,665,2023-03-07 06:45:00,2023-03-07 03:45:00,1203.899,536.205,1317.911,50.000,15421.000
18,665,2022-09-30 02:45:00,2022-09-29 23:45:00,2293.826,386.375,2326.139,88.000,15365.000
18,665,2022-06-21 03:45:00,2022-06-20 23:45:00,2462.771,389.979,2493.456,95.000,15171.000
18,665,2023-02-02 01:30:00,2023-02-01 22:30:00,2357.716,499.450,2410.036,91.000,15311.000
18,665,2022-11-09 12:00:00,2022-11-09 09:00:00,1824.712,485.955,1888.312,72.000,15181.000
18,665,2022-06-19 02:45:00,2022-06-18 22:45:00,2893.173,427.637,2924.606,110.000,15388.000
18,665,2022-11-26 14:15:00,2022-11-26 11:15:00,2072.424,542.067,2142.143,81.000,15230.000
18,665,2022-06-02 18:30:00,2022-06-02 14:30:00,3011.733,623.900,3075.677,117.000,15305.000
18,665,2023-04-28 06:30:00,2023-04-28 02:30:00,1314.077,443.288,1386.832,53.000,15298.000
18,665,2022-10-29 10:30:00,2022-10-29 07:30:00,1251.154,357.497,1301.226,49.000,15333.000
18,665,2022-09-29 08:00:00,2022-09-29 05:00:00,1234.559,391.133,1295.037,49.000,15375.000
18,665,2023-03-29 06:30:00,2023-03-29 03:30:00,1190.909,401.097,1256.639,47.000,15414.000
18,665,2022-05-22 12:30:00,2022-05-22 08:30:00,1219.539,282.837,1251.907,47.000,15363.000
18,665,2023-01-18 07:30:00,2023-01-18 04:30:00,1171.678,484.524,1267.909,48.000,15372.000
18,665,2022-08-30 14:15:00,2022-08-30 10:15:00,2540.464,505.194,2590.208,98.000,15303.000
18,665,2022-11-15 10:45:00,2022-11-15 07:45:00,1725.465,385.377,1767.977,67.000,15336.000
18,665,2023-04-25 14:45:00,2023-04-25 10:45:00,2208.426,505.664,2265.577,86.000,15336.000
